,Airline Name,Overall_Rating,Review_Title,Review,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,departure,destination,in_usa,destination_country,destination_in_USA,flight_type,Preprocessed_Reviews,compound_vader,Sentiment_tb,category_tb,category_vader
2351,United Airlines,1,"""refused to compensate us""","Shocking treatment by United Airlines of 2 elderly people and an infant, leaving us stranded and paying over $1,000 for hotel + food over the Boston Marathon weekend - and when we filed a complaint, United refused to compensate us even one cent! We were flying from Boston to Calgary, Canada via Newark with my two elderly parents (one of whom has a back problem and gastrointestinal issues) and my 5 month old baby, who was flying for the first time in his life. On the morning of our scheduled departure, United told us that the Boston-Newark leg of our journey was delayed because of an earlier delay impacting our plane’s arrival, meaning we would not have sufficient time to make our Newark-Calgary connection. We spent over 2.5 hours on the phone with United trying to find an alternative flight, but were informed that the earliest available alternative was not for another two days on April 18th, 2023, even though we showed great flexibility e.g. we were willing to connect via a different city, split our family up so we flew on different airplanes, and / or accept a longer connection time. Despite this, United said there was absolutely no option for us to fly for another 2 days. They also confirmed that the reason for the earlier delay was boarding of the aircraft taking longer than expected, which was within their control. We looked ourselves into flying with another airline, but the cost of such last-minute tickets was thousands of dollars per passenger and therefore prohibitively expensive. This meant cancelling our United flights and getting a refund was not a feasible solution. United did NOT offer us the option of arranging a flight with a different airline carrier without additional expense, which is contrary to our rights under Canada's Air Passenger Protection Regulations (APPR). We therefore accepted the new United itinerary on April 18th. We were appalled that United was not able to re-schedule us for two full days.  Our destination city of Calgary is not a small town - it has a population of 1.45 million people and a very active international airport. We were stuck in Boston during the very busy Boston Marathon weekend, which forced us to stay at an expensive hotel 2 more nights than we planned as we could not find last minute accommodation elsewhere. We incurred additional meal costs and transportation costs to the airport. Our total additional expenses during our delay period WAS USD 1,110. We filed a detailed complaint with United Customer Care. It took them close to 2 months to reply to us, and when they did they vaguely blamed the weather (first time we heard of this excuse!) and refused to compensate us at all.",Family Leisure,Economy Class,4/1/2023,1,1,3,1,2,2,Boston,Calgary,True,Canada,False,International,shock treatment unit airlin 2 elderli peopl infant leav us strand pay 1000 hotel food boston marathon weekend file complaint unit refus compens us even one cent fli boston calgari canada via newark two elderli parent one back problem gastrointestin issu 5 month old babi fli first time life morn schedul departur unit told us bostonnewark leg journey delay earlier delay impact plane arriv mean would suffici time make newarkcalgari connect spent 25 hour phone unit tri find altern flight inform earliest avail altern anoth two day april 18th 2023 even though show great flexibl eg will connect via differ citi split famili flew differ airplan accept longer connect time despit unit said absolut option us fli anoth 2 day also confirm reason earlier delay board aircraft take longer expect within control look fli anoth airlin cost lastminut ticket thousand dollar per passeng therefor prohibit expens meant cancel unit flight get refund feasibl solut unit offer us option arrang flight differ airlin carrier without addit expens contrari right canada 's air passeng protect regul appr therefor accept new unit itinerari april 18th appal unit abl reschedul us two full day destin citi calgari small town popul 145 million peopl activ intern airport stuck boston busi boston marathon weekend forc us stay expens hotel 2 night plan could find last minut accommod elsewher incur addit meal cost transport cost airport total addit expens delay period usd 1110 file detail complaint unit custom care took close 2 month repli us vagu blame weather first time heard excus refus compens us,-0.765,0.053504584,Neutral,Negative
2352,United Airlines,1,"""Extortionary Luggage Fees""","Extortionary Luggage Fees. I prepaid for 2 suitcases at $30 a piece for a limit of 50 lbs. My wife's luggage was 58 lbs. I was forced to pay $100 for the extra 8 lbs. If I bought a second luggage, it would have been another $40. I fully understand that I have to pay a penalty for extra weight. However, this charge was totally unreasonable. I would expect an extra $25 to $30 for the excess 8 lbs. My wife needs special assistance and carries extra stuff. It looks like I wouldn't be flying ""the friendly skies"" anytime soon.",Couple Leisure,Economy Class,6/1/2023,3,3,3,3,2,2,Fort Lauderdale,Newark,True,United States,True,Domestic,extortionari luggag fee prepaid 2 suitcas 30 piec limit 50 lb wife 's luggag 58 lb forc pay 100 extra 8 lb bought second luggag would anoth 40 fulli understand pay penalti extra weight howev charg total unreason would expect extra 25 30 excess 8 lb wife need special assist carri extra stuff look like would n't fli friendli sky anytim soon,0.5267,0.051020408,Neutral,Positive
2353,United Airlines,1,"""twice my flight was delayed""","I tried flying to England from Newark twice, and twice my flight was delayed. The first time my flight was canceled after 7 hours of prevaricating. I am still waiting to see what will become of my second flight, but I am not hopeful as boarding has been delayed 4 times and circumstances are repeating themselves with an almost eerie accuracy.",Family Leisure,Economy Class,6/1/2023,3,3,3,1,2,2,Newark,London,True,United Kingdom,False,International,tri fli england newark twice twice flight delay first time flight cancel 7 hour prevar still wait see becom second flight hope board delay 4 time circumst repeat almost eeri accuraci,-0.4019,0.125,Positive,Neutral
2354,United Airlines,1,"""Terrible service""","Flight to Frankfurt canceled, automatically changed for next day. Terrible service, they leave you stranded. No effort to find an alternative flight. Never again.",Business,Business Class,6/1/2023,2,2,2,1,2,2,Pittsburgh,Frankfurt,True,Germany,False,International,flight frankfurt cancel automat chang next day terribl servic leav strand effort find altern flight never,-0.25,0.0,Neutral,Neutral
2355,United Airlines,4,"""not getting what was advertised""","If you are an occasional international traveler, here is a watch-out when booking thru UA. If your UA travel includes international partners and your fare includes advanced seat selection, know that you very well may not be able to select seats on those partner airlines without paying additional fees. UA does disclose this under their website's FAQ area (rather buried) but totally does not disclose this when the ticket is purchased. If traveling with others and sitting together is important, such as for long overseas flights, then know that for UA partner airlines you will probably have to pay more for advanced seat selection. A bit of a bait-and-switch, not getting what was advertised. Shame!",Family Leisure,Economy Class,6/1/2023,4,4,4,4,4,2,"Jacksonville, Florida","Florence, Italy",True,Italy,False,International,occasion intern travel watchout book thru ua ua travel includ intern partner fare includ advanc seat select know well may abl select seat partner airlin without pay addit fee ua disclos websit 's faq area rather buri total disclos ticket purchas travel other sit togeth import long oversea flight know ua partner airlin probabl pay advanc seat select bit baitandswitch get advertis shame,-0.1048,-0.058333333,Negative,Neutral
2356,US Airways,3,"""behavior was unbelievable""","I've never been more infuriated at the lack of professionalism of any company in my life. I am flying with my grandmother who is 87yrs old. A airport staff member was helping me. When we got her to the entrance of the plane the US Airways flight attendants didn't offer her any help, did not walk her to her seat even after I asked them to, as I was struggling with luggage, and rolled their eyes when I handed them her purse. Their behavior was unbelievable and unacceptable. I would've gotten better service on a Greyhound.",Family Leisure,Economy Class,10/1/2015,3,1,3,1,2,2,Pittsburgh,Washington DC,True,United States,True,Domestic,'ve never infuri lack profession compani life fli grandmoth 87yr old airport staff member help got entranc plane us airway flight attend n't offer help walk seat even ask struggl luggag roll eye hand purs behavior unbeliev unaccept would 've gotten better servic greyhound,0.9093,0.3,Positive,Positive
2357,US Airways,1,"""staff were just plain rude""","The US Airways flight from Heathrow to Philadelphia were fine and so was my domestic flight to Memphis. However, my return flight via Charlotte to London Heathrow, was a complete nightmare. We taxied to the run way on time to me told by the captain that a fault (which he said they knew about and should have already been fixed earlier that day) had occurred, it was nothing serious and we would go back to the stand for the system to be rebooted, then we would be on our way. Well, the reboot took place, pushed back from the stand to be told the fuel switch over light had come back on and we would have to return to the stand for engineers to take another look as reboot hadn't worked. Sat on stand for ages, then the captain said anyone who wished to leave the plane, to rearrange connecting flights, or to stretch their legs was welcome to do so and return to the plane at anytime. I was travelling with my disabled mother, but was worried as my father was due to travel 2hrs to collect us at Heathrow, and due to the time difference was about to leave her home in the UK. I asked a stewardess if it would be OK to leave my mom on the plane while I just step outside to make a call. Her words were ""no problem"". I left the plane and was told I had to go past the barriers at the departure gate, which I duly did. I managed to contact my father and asked the ground crew if I could return to the plane. The man was so rude and said no way, can't get back on the plane unless we tell you. I tried to explain that wasn't how it was told to us and I had my disabled mother onboard the aircraft, he shrugged his shoulder and walked away. I then noticed a woman staff member, who was talking to another couple, I waited at a distance, no saying a word as I didn't want to interrupt their conversation, but the women staff member turned to me and said, ""don't interrupt, I'll deal with you in a minute"". I was totally stunned at her attitude. Well, eventually I did get back on the plane but only after explaining about my mother and what the captain and stewardess had said. Eventually everyone was allowed back on board as we were told the plane had been fixed. Again we pushed back to be told fault had reappeared and engineers were going to replace a value. Again we were told it was fixed, pushed back, and, you guessed it, fault reappeared. This time we were told by the captain, even if the plane could be fixed a new crew would have to be found as they were now illegal to fly. This took place over 6hrs! One half filled cup of water and a packet of pretzels were given within those 6hrs. Then came the announcement, the flight was cancelled. Everyone got off, but my mother needed a wheelchair which took ages to come so by the time we got out to the departure gate we were last in the queue. Eventually given a flight home, 24hrs later, told couldn't get us a hotel as NASCAR was in town, given a cot to sleep on and $20 in food vouchers, but this was after midnight and no food outlets were open. When it was bought to the staff attention, the lukewarm food from the plane was given to us. My mother couldn't sleep in the cot provided so spent a sleepless night in her wheelchair. This episode was a complete nightmare, most of the staff were just plain rude, with two exceptions of the ground crew at the departure gate.",Family Leisure,Economy Class,10/1/2015,3,2,1,1,1,2,CLT,LHR,True,United Kingdom,False,International,us airway flight heathrow philadelphia fine domest flight memphi howev return flight via charlott london heathrow complet nightmar taxi run way time told captain fault said knew alreadi fix earlier day occur noth seriou would go back stand system reboot would way well reboot took place push back stand told fuel switch light come back would return stand engin take anoth look reboot n't work sat stand age captain said anyon wish leav plane rearrang connect flight stretch leg welcom return plane anytim travel disabl mother worri father due travel 2hr collect us heathrow due time differ leav home uk ask stewardess would ok leav mom plane step outsid make call word problem left plane told go past barrier departur gate duli manag contact father ask ground crew could return plane man rude said way ca n't get back plane unless tell tri explain n't told us disabl mother onboard aircraft shrug shoulder walk away notic woman staff member talk anoth coupl wait distanc say word n't want interrupt convers women staff member turn said n't interrupt 'll deal minut total stun attitud well eventu get back plane explain mother captain stewardess said eventu everyon allow back board told plane fix push back told fault reappear engin go replac valu told fix push back guess fault reappear time told captain even plane could fix new crew would found illeg fli took place 6hr one half fill cup water packet pretzel given within 6hr came announc flight cancel everyon got mother need wheelchair took age come time got departur gate last queue eventu given flight home 24hr later told could n't get us hotel nascar town given cot sleep 20 food voucher midnight food outlet open bought staff attent lukewarm food plane given us mother could n't sleep cot provid spent sleepless night wheelchair episod complet nightmar staff plain rude two except ground crew departur gate,-0.6858,-0.00492008,Neutral,Negative
2358,US Airways,2,"""flight attendants are rude""","I was traveling with my girlfriend to Vegas and then onto San Diego for a short 5 day vacation. When I booked my flights I had the option of selecting my seat assignments. We chose to sit in the emergency exit rows or as close to the front as possible. After I chose the seats, the airline confirmed they were our seats. When we left out of Akron Canton airport we were in the last row of the airplane. No big deal. It was a 1.25 hour flight to our connection. The next flight they didn't even have us sitting next to each other. She was two rows behind me on the opposite side of a full plane, with both of us having middle seats. Nobody trades you seats for a middle seat. We had three planes to board out of San Diego on our way home. Not one time were the seats next to each other. Why offer me a opportunity to reserve my seats and then not give them to me. Was it because someone paid the extra fee to take my seats? Probably. I sent US Airways an email to ask them why this happened. Their response was sorry, I hope you choose to fly with us in the future. The flight attendants are rude. The customer service is horrible. There is no chance I will fly with them again. On this trip we flew from Vegas to San Diego on Southwest. I had never flown with them before. I was always leery about flying budget airlines. Never again will I fly US Airways.",Couple Leisure,Economy Class,10/1/2015,2,1,1,1,1,2,Akron,Las Vegas,True,United States,True,Domestic,travel girlfriend vega onto san diego short 5 day vacat book flight option select seat assign chose sit emerg exit row close front possibl chose seat airlin confirm seat left akron canton airport last row airplan big deal 125 hour flight connect next flight n't even us sit next two row behind opposit side full plane us middl seat nobodi trade seat middl seat three plane board san diego way home one time seat next offer opportun reserv seat give someon paid extra fee take seat probabl sent us airway email ask happen respons sorri hope choos fli us futur flight attend rude custom servic horribl chanc fli trip flew vega san diego southwest never flown alway leeri fli budget airlin never fli us airway,-0.0258,-0.031818182,Neutral,Neutral
2359,US Airways,2,"""displeasure of flying US Airways""","I had the displeasure of flying US Airways on Monday October 12th. My flight was suppose to leave Sacramento and connect in Phoenix with my final destination of Austin. After boarding the flight in Sacramento at 5:35 am for a 6:05 departure we were told there was a maintenance issue that would take a few minutes. The few minutes became an hour resulting in a delay in takeoff and a late arrival to Phoenix and me missing my connection to Austin by mere minutes (I arrived at the gate at 8:37am and the flight left at 8:46am). As a result I had to be rebooked and was told I was rebooked on a flight at 6:45pm resulting in spending the entire day in the airport and missing work and several appointments. This may have been easier to take if customer service had been good but it was not and their employees were rude, brisk and unapologetic. I will absolutely never fly US Airways or American Airlines again. Customer service goes a long way when situations occur and this airlines is lacking it in spades!",Solo Leisure,Economy Class,10/1/2015,3,4,3,1,2,2,Sacramento,Austin,True,United States,True,Domestic,displeasur fli us airway monday octob 12th flight suppos leav sacramento connect phoenix final destin austin board flight sacramento 535 605 departur told mainten issu would take minut minut becam hour result delay takeoff late arriv phoenix miss connect austin mere minut arriv gate 837am flight left 846am result rebook told rebook flight 645pm result spend entir day airport miss work sever appoint may easier take custom servic good employe rude brisk unapologet absolut never fli us airway american airlin custom servic goe long way situat occur airlin lack spade,-0.3612,-0.05625,Negative,Neutral
2360,US Airways,1,"""rude and unwilling to help""","My flight from Philadelphia to Providence was cancelled because they used the airplane from my flight for another flight. After waiting in a 2 hour long line at Customer Service, I was told that there were no flights out until the following afternoon (almost 24 hours from my original flight time), that I would not be put up in a hotel for the night because ""none were available"", and that they had no responsibility to find alternate travel methods for me. I am an 18 year old college student, and I was hours away from home and an hour from school. The representative I spoke with was rude and unwilling to help me. I will not travel with US Airways again, because of their lack of care for their customers. There should be no tolerance for making customers sleep in an airport all night long, when they are meant to provide alternate accommodations. I am very displeased.",Solo Leisure,Economy Class,10/1/2015,1,1,3,1,2,2,Philadelphia,Providence,True,United States,True,Domestic,flight philadelphia provid cancel use airplan flight anoth flight wait 2 hour long line custom servic told flight follow afternoon almost 24 hour origin flight time would put hotel night none avail respons find altern travel method 18 year old colleg student hour away home hour school repres spoke rude unwil help travel us airway lack care custom toler make custom sleep airport night long meant provid altern accommod displeas,-0.1027,-0.075,Negative,Neutral
2361,US Airways,1,"""missed my connecting flight""","This is my third time this year flying with US Airways and American Airlines and this is the third time my flight has been delayed or cancelled. Most recently, there was a delay of one hour without any reason, therefore delaying everyone for their connecting flights. I missed my connecting flight and they had no sympathy whatsoever. Only flights were the next day and they wouldn't give me any compensation for their failures. Never again US airways. Never.",Solo Leisure,Economy Class,10/1/2015,1,1,1,1,1,1,Baltimore,San Diego,True,United States,True,Domestic,third time year fli us airway american airlin third time flight delay cancel recent delay one hour without reason therefor delay everyon connect flight miss connect flight sympathi whatsoev flight next day would n't give compens failur never us airway never,-0.8176,0.0,Neutral,Negative
2362,US Airways,1,"""had not been assigned a seat""","I booked a US Airways flight through Expedia and noticed I had not been assigned a seat. I called to get a seat assignment and was told that I could not be pre-assigned a seat among the seats remaining, unless I paid a fee. This is outrageous. I have already paid for a ticket. They have to give me a seat. So why can't I call and choose among the remaining seats. I was told it would not be fair to other passengers, but that doesn't make sense. Other passengers could call ahead, too, if they wished. US Airways just wants an excuse to charge people extra for seats they have already paid for. That is what is unfair. From now on I will look carefully and only book flights on airlines that pre-assign seats or allow one to choose seats when they book, a choice US Airways does not give passengers who book on Expedia. This is an unpleasant surprise to passengers who would like to sit with their spouse or other traveling companion. On top of this, the phone representative was rude.",Couple Leisure,Economy Class,10/1/2015,1,1,3,1,2,2,Louisville,Washington,True,United States,True,Domestic,book us airway flight expedia notic assign seat call get seat assign told could preassign seat among seat remain unless paid fee outrag alreadi paid ticket give seat ca n't call choos among remain seat told would fair passeng n't make sens passeng could call ahead wish us airway want excus charg peopl extra seat alreadi paid unfair look care book flight airlin preassign seat allow one choos seat book choic us airway give passeng book expedia unpleas surpris passeng would like sit spous travel companion top phone repres rude,0.765,0.08,Neutral,Positive
2363,US Airways,1,"""showed no concern for passenger""","US Airways is my worst experience on an airline ever. Left Ft Myers Friday night, land Charlotte to find my connecting flight was canceled. Service area was manned by one person, other where on break. I ask for a supervisor he would not approach me or asked what he could do. I approached him, and ask if he new flight was canceled. He told me no he did not know. I asked I knew by text message, and he was not notified. He told me his radio was off and he did not know. He showed no concern for the passenger and just walked away. Spent the night in Charlotte and board a plane to Williamington to get connecting flight to Philly. Sat on plane waiting for co-pilot and for them to replace a bad tire. Took off an hour late, we arrived in time to see the Philadelphia plane leave. They rebooked us one another flight that has now been delayed. 24 hours and still waiting to get to Philadelphia. I may get there in time to catch my return flight back to Fort Myers. Also they have no idea where my bag is, with a checked fire arm.",Couple Leisure,Economy Class,10/1/2015,2,2,1,1,1,2,Fort Myers,Philadelphia,True,United States,True,Domestic,us airway worst experi airlin ever left ft myer friday night land charlott find connect flight cancel servic area man one person break ask supervisor would approach ask could approach ask new flight cancel told know ask knew text messag notifi told radio know show concern passeng walk away spent night charlott board plane williamington get connect flight philli sat plane wait copilot replac bad tire took hour late arriv time see philadelphia plane leav rebook us one anoth flight delay 24 hour still wait get philadelphia may get time catch return flight back fort myer also idea bag check fire arm,-0.936,-0.280519481,Negative,Negative
2364,US Airways,1,"""never fly this carrier again""","US Airways will guarantee you the worst experience you will ever have! In the last 2 weeks I have had to get a rental car and hotel to get to where I was going due to overbooking (2 times in 2 weeks). Even with confirmed seats stated on my boarding pass, I still didn't have a seat according to the desk clerk. And than to be told that they would get you on a flight the next day. However they will not pay for the hotel so your choice is pay for it yourself or sleep in the airport. My job requires me to travel frequently and I understand things happen - but every time with US Air?  I will never fly this carrier again.",Business,Business Class,10/1/2015,1,2,2,1,2,2,Albuquerque,Tucson,True,United States,True,Domestic,us airway guarante worst experi ever last 2 week get rental car hotel get go due overbook 2 time 2 week even confirm seat state board pass still n't seat accord desk clerk told would get flight next day howev pay hotel choic pay sleep airport job requir travel frequent understand thing happen everi time us air never fli carrier,-0.7096,-0.205,Negative,Negative
2365,US Airways,1,"""flight was changed 3 times""","I booked the flight 6 months ago so that part of my vacation would be taken care of. The flight was changed 3 times, and each time the seats where my wife and I sat together were disturbed. I had to call and reset the seating so that we would sit together. The 3rd time, the American Airlines part of the US Airways flight, I was told that I could no longer sit next to my wife unless I paid a $10 upgrade fee for her to sit next to me. Are you kidding me, you made me sit on the phone for half an hour, for the 3rd time because you changed the seats around, and now you are going to charge me to have my wife sit next to me? This is just incompetence. I will never consider US Airways/American Airlines again.",Couple Leisure,Business Class,10/1/2015,3,3,3,3,2,2,Madison,Bangor,True,United States,True,Domestic,book flight 6 month ago part vacat would taken care flight chang 3 time time seat wife sat togeth disturb call reset seat would sit togeth 3rd time american airlin part us airway flight told could longer sit next wife unless paid 10 upgrad fee sit next kid made sit phone half hour 3rd time chang seat around go charg wife sit next incompet never consid us airwaysamerican airlin,0.128,-0.023809524,Neutral,Neutral
2366,US Airways,1,"""absolutely the worst experience""","Absolutely the worst experience I've had traveling. Weather caused cancellation of second leg so US Airways rebooked on this flight. Supposed to board 1:30 and here it is 3:18 - we haven't started boarding yet - first no crew, than maintenance check - extra hour plus. Plus, we unexpectedly have a 90 mile drive once we get there because of this debacle. We will never fly this or American Airlines again. Plenty of other options.",Couple Leisure,Economy Class,10/1/2014,1,1,3,1,2,2,Philadelphia,Manchester,True,United Kingdom,False,International,absolut worst experi 've travel weather caus cancel second leg us airway rebook flight suppos board 130 318 n't start board yet first crew mainten check extra hour plu plu unexpectedli 90 mile drive get debacl never fli american airlin plenti option,-0.7269,-0.15,Negative,Negative
2367,US Airways,1,"""no positives with US Airways""","There were no positives with US Airways. If I wanted delayed flights, missed connection, dirty planes, and horrible customer service, I'd fly Spirit for half the price. The customer service was horrible and flight was late on the trip to and from Portland. The staff were brusque, as if their passengers were annoyances rather than customers. Return flight was so delayed we missed our flight. US Airways was extremely unhelpful. It took an inordinate amount of time to get them to find us another flight (6 hrs later). They were unwilling to even try booking us through to PDX via a different connection. 0 stars.",Couple Leisure,Economy Class,9/1/2015,2,1,2,1,1,2,Austin,Portland,True,United States,True,Domestic,posit us airway want delay flight miss connect dirti plane horribl custom servic 'd fli spirit half price custom servic horribl flight late trip portland staff brusqu passeng annoy rather custom return flight delay miss flight us airway extrem unhelp took inordin amount time get find us anoth flight 6 hr later unwil even tri book us pdx via differ connect 0 star,-0.7717,-0.155555556,Negative,Negative
2368,US Airways,2,"""my worst experience ever ""","Been flying regularly for over a decade and this trip on US Airways from Orlando to Chicago via Charlotte without question my worst experience ever - by a wide margin. Forced me to check my carry on, despite plenty of room remaining in overheads then broke my souvenirs. Delay required me to run through the airport and desk staff was unsympathetic and rather short with me when I asked about the bags I was forced to check.",Business,Economy Class,9/1/2015,3,3,1,1,1,1,Orlando,Chicago,True,United States,True,Domestic,fli regularli decad trip us airway orlando chicago via charlott without question worst experi ever wide margin forc check carri despit plenti room remain overhead broke souvenir delay requir run airport desk staff unsympathet rather short ask bag forc check,-0.2037,-0.366666667,Negative,Neutral
2369,US Airways,1,"""lot of lost bags for no reason""","US Airways from New York JFK to Charlotte was horrible. Just watched as they made at least 20 people check their carry on, because no more space available in overhead. Then walked on the plane to see many empty overhead compartments. A lot of lost bags for no reason! Get your information correct before inconveniencing so many.",Family Leisure,Economy Class,9/1/2015,2,3,1,1,1,1,JFK,Charlotte,True,United States,True,Domestic,us airway new york jfk charlott horribl watch made least 20 peopl check carri space avail overhead walk plane see mani empti overhead compart lot lost bag reason get inform correct inconvenienc mani,-0.3182,-0.081818182,Negative,Neutral
2370,US Airways,1,"""my vacation has been ruined""","US Airways was an hour late taking off, almost making me miss the connection to Frankfurt. I barely made my flight, but my luggage did not. The agent at the airport initially said it did and had me walk to the other side of the area, where it was not there. The second agent informed me that it was still in Philly but would get to me the next day. It did not. In a multitude of calls, I was informed it got to Frankfurt and they would forward to Paris immediately with no cost spared, then was informed that it was already in Paris, then still in Philly, then in Paris, then in Frankfurt and again in Paris. I gave an address 4-5 times and every call included them saying they didn't have one. Agents swore every day that I would have it. I had planned to travel around but my once in a lifetime vacation has been hijacked and ruined by having to spend loads of money to stay in one place and hours for luggage that never arrives. Safe to say I will never fly US Airways again. Telling me to go buy clothes is unacceptable - I did not travel a full day to get to Paris to shop for socks.",Solo Leisure,Economy Class,9/1/2015,3,2,2,1,4,1,Phoenix,Frankfurt,True,Germany,False,International,us airway hour late take almost make miss connect frankfurt bare made flight luggag agent airport initi said walk side area second agent inform still philli would get next day multitud call inform got frankfurt would forward pari immedi cost spare inform alreadi pari still philli pari frankfurt pari gave address 45 time everi call includ say n't one agent swore everi day would plan travel around lifetim vacat hijack ruin spend load money stay one place hour luggag never arriv safe say never fli us airway tell go buy cloth unaccept travel full day get pari shop sock,-0.7599,0.1,Positive,Negative
2371,US Airways,1,"""a long time before we book US Airways again""","We booked and paid in advance two US Air round trip tickets form DTW to SFO with a stop over in PHX.  We received a e-mail shortly before our departure, informing us that our schedule times had changed on both dates. On the return flight they were leaving us in Phoenix with no flight back to Detroit, also the times didn't work for our scheduled Trafalgar tour. We called US Air several times and received a message saying they were busy and to call back. After getting another number we received a message telling us to stay on the line for the next available representative. After one hour and 10 minutes of listening to their terrible music, someone answered. We were informed that there were no flights from Phoenix to Detroit, after we had paid for a round trip ticket. After much wrangling we decided to leave the tour a day early and get a $95.00 shuttle from Monterey to SFO to make an early flight. When arriving at SFO we were informed that our flight was delayed, making our connection in Phoenix impossible. The agent worked diligently and got us a flight, SFO, Philadelphia, Detroit. Needless to say it will be a long time before we book US Airways again.",Couple Leisure,Economy Class,9/1/2015,1,1,3,1,2,2,SFO,DTW,True,United States,True,Domestic,book paid advanc two us air round trip ticket form dtw sfo stop phx receiv email shortli departur inform us schedul time chang date return flight leav us phoenix flight back detroit also time n't work schedul trafalgar tour call us air sever time receiv messag say busi call back get anoth number receiv messag tell us stay line next avail repres one hour 10 minut listen terribl music someon answer inform flight phoenix detroit paid round trip ticket much wrangl decid leav tour day earli get 9500 shuttl monterey sfo make earli flight arriv sfo inform flight delay make connect phoenix imposs agent work dilig got us flight sfo philadelphia detroit needless say long time book us airway,-0.4939,-0.09375,Negative,Neutral
2372,US Airways,1,"""window seats on exit row should be removed""","US Airways from OGG (Kahului, Maui) to Phoenix Sky Harbor. There were no pair of economy seats available together online. Traded 2 Seat ""E""s 4 rows apart for row 27, seats E/F. Was told only it was an exit row. Flight was a redeye, hoped to sleep, as it lasted 6 hours. Spouse, (about 5 feet tall, less than 90 lbs) sat in seat F. We could not get comfortable - armests would not raise, seats were very narrow - for me, For my wife, window area was cold, no pillows were available, and she had no legroom due to protruding window slide cover. She had to turn towards me and put her legs on top of mine. I could not get something to drink, as I then could not use the tray table. US Airways would rather couples pay for preferred, choice, or 1st class seating, than provide enough regular priced coach seats.  The window seats on the exit row should be removed.",Couple Leisure,Economy Class,8/1/2015,1,2,3,1,2,2,OGG,PHX,True,United States,True,Domestic,us airway ogg kahului maui phoenix ski harbor pair economi seat avail togeth onlin trade 2 seat es 4 row apart row 27 seat ef told exit row flight redey hope sleep last 6 hour spous 5 feet tall less 90 lb sat seat f could get comfort armest would rais seat narrow wife window area cold pillow avail legroom due protrud window slide cover turn toward put leg top mine could get someth drink could use tray tabl us airway would rather coupl pay prefer choic 1st class seat provid enough regular price coach seat window seat exit row remov,0.7003,-0.073958333,Negative,Positive
2373,US Airways,8,"""flights were spacious, and service okay""","Recently we have been to Orlando from Philly. Our flight got delayed by 2 hours and we got the notification call just 40 mins before the departure. Obviously we were not happy with this. During our return flight, we had one stop and we missed the first one. It was US Airways flight but managed by American Airlines now I guess. I approached the ground staff and told them how we missed it. When I was preparing myself to pay extra money, to my pleasant surprise they gave us different flight with no extra charge. We were so happy that we would use American Airlines (US Airways) in our next tour again. Apart from that flights were spacious, and service was okay. More courteous behaviour from crew would make it more attractive.",Family Leisure,Economy Class,9/1/2015,4,3,4,5,2,2,Philadelphia,Orlando,True,United States,True,Domestic,recent orlando philli flight got delay 2 hour got notif call 40 min departur obvious happi return flight one stop miss first one us airway flight manag american airlin guess approach ground staff told miss prepar pay extra money pleasant surpris gave us differ flight extra charg happi would use american airlin us airway next tour apart flight spaciou servic okay courteou behaviour crew would make attract,0.1531,0.148333333,Positive,Neutral
2374,US Airways,2,""" treated in such an obnoxious way""","A very bad experience on our US Airways flights Bangor to Tampa via Philadelphia. The plane leaving Bangor lost the air conditioning on the runway, had to go back for repairs. Hot plane, no communication from the captain or crew about what was going on. Late to Philadelphia, we ran to C terminal, Gate 20 and arrived 14 minutes before departure. A very rude gate agent had just given away our first class seats to two people already on board even though there was a line to board of about 30 people. She refused to honor our seats even though we'd paid for them and had boarding cards. We have never been treated or threatened in such an obnoxious way. Although we paid for first, we rode in the back of the plane. Our recent experiences with US Airways have been getting worse.",Couple Leisure,First Class,9/1/2015,1,1,1,2,2,2,Bangor,Tampa ,True,United States,True,Domestic,bad experi us airway flight bangor tampa via philadelphia plane leav bangor lost air condit runway go back repair hot plane commun captain crew go late philadelphia ran c termin gate 20 arriv 14 minut departur rude gate agent given away first class seat two peopl alreadi board even though line board 30 peopl refus honor seat even though 'd paid board card never treat threaten obnoxi way although paid first rode back plane recent experi us airway get wors,-0.6882,-0.061111111,Negative,Negative
